evidence,group_id,group_key,gt_label,inference_error,latency_seconds,media_id,model_label,ollama_eval_count,ollama_load_duration_ns,ollama_prompt_eval_count,ollama_total_duration_ns,parse_error,raw_response,reason,relative_path,sample_role,source_id,split,status
White and gray vehicles are parked inside marked rectangular bays; no vehicle crosses bay boundaries or occupies non-parking areas.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,31.317603,IMG_007652,0,66,391142030,476,31255121518,,"{""label"":""0"",""reason"":""All visible vehicles are positioned within clearly marked parking bays, aligned with bay boundaries, and not intruding into travel aisles or crossing bay lines."",""evidence"":""White and gray vehicles are parked inside marked rectangular bays; no vehicle crosses bay boundaries or occupies non-parking areas.""}","All visible vehicles are positioned within clearly marked parking bays, aligned with bay boundaries, and not intruding into travel aisles or crossing bay lines.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007652.png,positive,136,train,ok
Visible yellow parking bay lines contain all vehicles; no vehicle is seen crossing boundaries or occupying non-parking areas.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,29.326488,IMG_007653,0,65,524413653,476,29263623351,,"{""label"":""0"",""reason"":""All visible vehicles are positioned within clearly marked yellow bay boundaries on the paved surface, with no evidence of crossing bay lines or intruding into travel aisles."",""evidence"":""Visible yellow parking bay lines contain all vehicles; no vehicle is seen crossing boundaries or occupying non-parking areas.""}","All visible vehicles are positioned within clearly marked yellow bay boundaries on the paved surface, with no evidence of crossing bay lines or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007653.png,positive,137,train,ok
White van and all adjacent cars are fully contained within their respective yellow-lined parking bays.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,28.366388,IMG_007654,0,55,439655575,476,28306607417,,"{""label"":""0"",""reason"":""All visible vehicles are parked within clearly marked yellow bay lines; no vehicle crosses a boundary or intrudes into a travel aisle."",""evidence"":""White van and all adjacent cars are fully contained within their respective yellow-lined parking bays.""}",All visible vehicles are parked within clearly marked yellow bay lines; no vehicle crosses a boundary or intrudes into a travel aisle.,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007654.png,positive,138,train,ok
Visible yellow bay lines contain all visible vehicles; no boundary crossing or non-parking intrusion is evident.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,27.932368,IMG_007655,0,73,377792267,476,27870496564,,"{""label"":""0"",""reason"":""The white van is parked within a clearly marked yellow-lined bay, and the white sedan to its right is also within its own marked bay. No vehicles are crossing boundaries or intruding into travel aisles."",""evidence"":""Visible yellow bay lines contain all visible vehicles; no boundary crossing or non-parking intrusion is evident.""}","The white van is parked within a clearly marked yellow-lined bay, and the white sedan to its right is also within its own marked bay. No vehicles are crossing boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007655.png,positive,139,train,ok
White painted bay lines are visible on the ground; all vehicles are positioned within their respective marked spaces.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,27.474208,IMG_007656,0,60,411651575,476,27410213235,,"{""label"":""0"",""reason"":""All three visible vehicles are parked within clearly marked parking bays, with no evidence of crossing bay boundaries or intruding into travel aisles."",""evidence"":""White painted bay lines are visible on the ground; all vehicles are positioned within their respective marked spaces.""}","All three visible vehicles are parked within clearly marked parking bays, with no evidence of crossing bay boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007656.png,positive,140,train,ok
"Visible white parking bay lines clearly define the parking spaces; the pickup truck is fully contained within one such bay, and the SUV is similarly positioned in an adjacent bay.",POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,30.567645,IMG_007657,0,92,372425716,476,30505229357,,"{""label"":""0"",""reason"":""The dark pickup truck is parked within a clearly marked parking bay, aligned with the white painted lines. The white SUV behind it is also parked within its designated bay. No vehicles are crossing bay boundaries or intruding into travel aisles."",""evidence"":""Visible white parking bay lines clearly define the parking spaces; the pickup truck is fully contained within one such bay, and the SUV is similarly positioned in an adjacent bay.""}","The dark pickup truck is parked within a clearly marked parking bay, aligned with the white painted lines. The white SUV behind it is also parked within its designated bay. No vehicles are crossing bay boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007657.png,positive,141,train,ok
"White painted bay lines clearly contain all three vehicles (SUV, sedan, and pickup truck) within their respective parking spaces.",POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,30.901194,IMG_007658,0,62,420694241,476,30835181865,,"{""label"":""0"",""reason"":""All visible vehicles are parked within clearly marked parking bays; no vehicle crosses bay boundaries or intrudes into travel aisles."",""evidence"":""White painted bay lines clearly contain all three vehicles (SUV, sedan, and pickup truck) within their respective parking spaces.""}",All visible vehicles are parked within clearly marked parking bays; no vehicle crosses bay boundaries or intrudes into travel aisles.,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007658.png,positive,142,train,ok
Red Ford Focus is centered in its marked bay; adjacent grey and blue vehicles are also within their respective bays; yellow lane markings are visible and un-crossed by any vehicle.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,31.404459,IMG_007659,0,75,428459774,476,31342034130,,"{""label"":""0"",""reason"":""All visible vehicles are positioned within clearly marked parking bays, with no evidence of crossing bay boundaries or intruding into travel aisles."",""evidence"":""Red Ford Focus is centered in its marked bay; adjacent grey and blue vehicles are also within their respective bays; yellow lane markings are visible and un-crossed by any vehicle.""}","All visible vehicles are positioned within clearly marked parking bays, with no evidence of crossing bay boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007659.png,positive,143,train,ok
"Red Mazda, white SUV, and gray sedan are all aligned within their respective marked parking spaces with no boundary crossing observed.",POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,31.173274,IMG_007660,0,60,381576118,476,31111269030,,"{""label"":""0"",""reason"":""All visible vehicles are parked within clearly marked yellow bay lines; no vehicle crosses boundaries or intrudes into travel aisles."",""evidence"":""Red Mazda, white SUV, and gray sedan are all aligned within their respective marked parking spaces with no boundary crossing observed.""}",All visible vehicles are parked within clearly marked yellow bay lines; no vehicle crosses boundaries or intrudes into travel aisles.,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007660.png,positive,144,train,ok
Red car is fully inside its marked bay; white car is aligned within its bay; yellow lines clearly define parking boundaries and no vehicle crosses them.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,28.03967,IMG_007661,0,69,442252220,476,27979011785,,"{""label"":""0"",""reason"":""All visible vehicles are positioned within clearly marked yellow-lined parking bays, with no evidence of crossing boundaries or intruding into travel aisles."",""evidence"":""Red car is fully inside its marked bay; white car is aligned within its bay; yellow lines clearly define parking boundaries and no vehicle crosses them.""}","All visible vehicles are positioned within clearly marked yellow-lined parking bays, with no evidence of crossing boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007661.png,positive,145,train,ok
"White parking lines clearly demarcate individual bays, and all cars are positioned inside their respective marked spaces.",POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,27.772707,IMG_007662,0,61,388745729,476,27712814440,,"{""label"":""0"",""reason"":""All visible vehicles are parked within clearly marked parking bays; no vehicle is shown crossing bay boundaries or intruding into travel aisles."",""evidence"":""White parking lines clearly demarcate individual bays, and all cars are positioned inside their respective marked spaces.""}",All visible vehicles are parked within clearly marked parking bays; no vehicle is shown crossing bay boundaries or intruding into travel aisles.,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007662.png,positive,146,train,ok
White car is fully contained within single marked bay; no boundary crossing or aisle intrusion visible.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,27.700229,IMG_007663,0,75,426391839,476,27640724560,,"{""label"":""0"",""reason"":""The white vehicle is clearly positioned within a marked parking bay, aligned with the white painted lines. No other vehicles are visibly crossing bay boundaries or intruding into travel aisles. The scene shows orderly parking without evidence of violation."",""evidence"":""White car is fully contained within single marked bay; no boundary crossing or aisle intrusion visible.""}","The white vehicle is clearly positioned within a marked parking bay, aligned with the white painted lines. No other vehicles are visibly crossing bay boundaries or intruding into travel aisles. The scene shows orderly parking without evidence of violation.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007663.png,positive,147,train,ok
White SUV and adjacent cars are aligned within white-painted parking spaces; no vehicle crosses lane lines or occupies non-parking areas.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,28.39529,IMG_007664,0,65,412026350,476,28333840742,,"{""label"":""0"",""reason"":""All visible vehicles are parked within clearly marked parking bays, with no evidence of crossing bay boundaries or intruding into travel aisles."",""evidence"":""White SUV and adjacent cars are aligned within white-painted parking spaces; no vehicle crosses lane lines or occupies non-parking areas.""}","All visible vehicles are parked within clearly marked parking bays, with no evidence of crossing bay boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007664.png,positive,148,train,ok
Visible yellow parking bay lines clearly contain all three vehicles; no vehicle extends beyond its designated bay boundaries.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,28.604287,IMG_007665,0,68,407735788,476,28536383520,,"{""label"":""0"",""reason"":""All three visible vehicles are clearly positioned within their respective marked parking bays, aligned with yellow boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles."",""evidence"":""Visible yellow parking bay lines clearly contain all three vehicles; no vehicle extends beyond its designated bay boundaries.""}","All three visible vehicles are clearly positioned within their respective marked parking bays, aligned with yellow boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007665.png,positive,149,train,ok
Visible yellow bay lines frame the white car; it is positioned squarely within the marked parking space without crossing boundaries or occupying non-parking areas.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,29.575393,IMG_007666,0,70,370106142,476,29511919385,,"{""label"":""0"",""reason"":""The white sedan is clearly parked within its designated bay, aligned with the yellow parking lines and not crossing any boundaries or intruding into travel aisles."",""evidence"":""Visible yellow bay lines frame the white car; it is positioned squarely within the marked parking space without crossing boundaries or occupying non-parking areas.""}","The white sedan is clearly parked within its designated bay, aligned with the yellow parking lines and not crossing any boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007666.png,positive,150,train,ok
